Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Description,Environment,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field ((backup) Browser/s),Custom field ((backup) Exists in the current implementation?),Custom field ((backup) External issue ID - old),Custom field ((backup) Integrator),Custom field ((backup) Issue Occurred On),Custom field ((backup) Issue Status Comment),Custom field ((backup) Platform),Custom field ((backup) Root of the problem),Custom field ((backup) Test Type),Custom field ((backup) Test case priority),Custom field ((backup) Type of Issue),Custom field ((backup) Work Type),"Custom field ((backup, del) Test tasks)","Custom field ((tmp, del) Build/s)","Custom field ((tmp, del?) TestCase Link)",Custom field (Account),Custom field (Actual Result),Custom field (Affected Test Cases),Custom field (Affects Build/s),Custom field (Asana link),Custom field (BT Jira ID),Custom field (BT Project),Custom field (Basecamp Link),Custom field (Billable Category),Custom field (Browser),Custom field (Browser / Environment),Custom field (Browser Version),Custom field (Build/s),Custom field (Business Unit),Custom field (CQ ID),Custom field (CS Project Coordinator),Custom field (Case Study necessity postpone date),Custom field (Client Device),Custom field (Client Device Version),Custom field (Cloud Version),Custom field (Core issue),Custom field (Created By),Custom field (Development),Custom field (End Date),Custom field (Epic Link),Custom field (Epic/Theme),Custom field (Error Type),Custom field (Expected Result),Custom field (Flagged),Custom field (Found by),Custom field (Functionality Changes?),Custom field (Handled By (SGW Tester)),Custom field (Hardware Version),Custom field (Impact),Custom field (Impacted Areas),Custom field (Importance),Custom field (Iteration),Custom field (Level),Custom field (New Original Estimate),Custom field (Next Step),Custom field (Number of candidates),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Partner Contact),Custom field (Payment Status),Custom field (Planned Efforts (FTE)),Custom field (Priority Level),Custom field (Proxy Required),Custom field (RFX Coordinator),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regional Coordinator),Custom field (Related Cases),Custom field (Reported Version),Custom field (Request Info From),Custom field (Revised),Custom field (Router),Custom field (SF Case No),Custom field (SGW Jira ID),Custom field (Severity/Importance),Custom field (Share with),Custom field (Solution),Sprint,Custom field (Start Date),Custom field (Supervisor),Custom field (TVS ID),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Team Role),Custom field (Test Type),Custom field (TestLink case),Custom field (Time Category),Custom field (To Attention Of),Custom field (Type of engagement),Custom field (URL),Custom field (Users),Custom field (Version To Fix),Custom field (WSJF),Custom field (Wiki Link),Custom field (Wires Link),Custom field (ZendeskID),Custom field (Обеспечение оборудованием),Comment,Comment
"Gallery Preview: A cross button appears in the bottom-right corner, and back/next buttons appear in the center of the screen; those are not specified while hovering",QATC-920716,3821021,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 5:44 PM,01/May/25 5:55 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to Work → Open any gallery

 # Click on an image to open the preview

 # Observe the cross, back, and next buttons - see here [^Screenshot 2025-05-01 195602.png], [^Screenshot 2025-05-01 202508.png], [^Screenshot 2025-05-01 203709.png]

*Actual result:* A cross button appears in the bottom-right corner, and back/next buttons appear in the center of the screen; those are not specified while hovering - see here [^Video 2025-05-01 20.37.44.mp4]

*Expected result:* Only buttons mentioned in the specification should be present, and their positions should follow the documented layout - see here [^Requirement_9.png]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 5:47 PM;m13.hasan;Requirement_9.1.png;https://jira.a1qa.com/secure/attachment/2639267/Requirement_9.1.png","01/May/25 5:42 PM;m13.hasan;Requirement_9.png;https://jira.a1qa.com/secure/attachment/2639262/Requirement_9.png","01/May/25 5:38 PM;m13.hasan;Screenshot 2025-05-01 195602.png;https://jira.a1qa.com/secure/attachment/2639263/Screenshot+2025-05-01+195602.png","01/May/25 5:36 PM;m13.hasan;Screenshot 2025-05-01 202508.png;https://jira.a1qa.com/secure/attachment/2639266/Screenshot+2025-05-01+202508.png","01/May/25 5:38 PM;m13.hasan;Screenshot 2025-05-01 203709.png;https://jira.a1qa.com/secure/attachment/2639264/Screenshot+2025-05-01+203709.png","01/May/25 5:38 PM;m13.hasan;Video 2025-05-01 20.37.44.mp4;https://jira.a1qa.com/secure/attachment/2639265/Video+2025-05-01+20.37.44.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1np4:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,"01/May/25 5:48 PM;m13.hasan;The correct label has been attached - see here  !Requirement_9.1.png|thumbnail!;;;","01/May/25 5:55 PM;m13.hasan;*Additional information:* This issue is present across all gallery sections throughout the website;;;"
Image Preview: The labels of the Back and Next buttons are not clear while hovering,QATC-920706,3821010,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 5:23 PM,01/May/25 5:23 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Go to Work → Open any gallery (e.g., Portrait)

 # Click on a photo to open the preview modal

 # Observe the Back and Next buttons 

*Actual result:* Image Preview: The labels of the Back and Next buttons are not clear while hovering - see here [^Video 2025-05-01 19.56.47.mp4] and [^Screenshot 2025-05-01 195602.png]

*Expected result:* The Back and Next buttons should have clear labels to indicate navigation direction effectively

*Additional information:* This issue is present across all gallery sections throughout the website","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 5:07 PM;m13.hasan;Screenshot 2025-05-01 195602.png;https://jira.a1qa.com/secure/attachment/2639248/Screenshot+2025-05-01+195602.png","01/May/25 5:07 PM;m13.hasan;Video 2025-05-01 19.56.47.mp4;https://jira.a1qa.com/secure/attachment/2639247/Video+2025-05-01+19.56.47.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1nmo:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Portrait gallery: “Next” button navigates incorrectly from page 3 to page 2 instead of page 4,QATC-920689,3820983,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 4:44 PM,01/May/25 4:45 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Hover over Work → Click on Portrait Gallery

 # Navigate to page 3 using the pagination buttons

 # Click the Next button

*Actual result:* “Next” button navigates incorrectly from page 3 to page 2 instead of page 4 - see here [^Video 2025-05-01 19.40.09.mp4] 

*Expected result:* Clicking Next on page 3 should take the user to page 4","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 4:42 PM;m13.hasan;Video 2025-05-01 19.40.09.mp4;https://jira.a1qa.com/secure/attachment/2639218/Video+2025-05-01+19.40.09.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|if1ngo:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,"01/May/25 4:45 PM;m13.hasan;*Correction of the Title:* Portrait gallery: “Next” button navigates from page 3 to page 2 instead of page 4;;;",
Work submenu: Gallery image sizes do not match specified dimensions,QATC-920684,3820976,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 4:26 PM,01/May/25 4:28 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Hover over the Work tab and open each gallery (Portrait, Lifestyle, Travel, Motion)

 # Inspect the images inside the galleries, and the Images are rendered at 224.6px × 129.6px - see here [^Recording 2025-05-01 192301.mp4]

*Actual result:* Gallery image sizes do not match the specified dimensions - see here [^Screenshot 2025-05-01 185958.png]

*Expected result:* Each gallery image should be exactly 225px × 130px as specified - see here [^Requirement_8.0.png], [^Requirement_8.1.png] and [Requirement_8.2.png]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 4:24 PM;m13.hasan;Recording 2025-05-01 192301.mp4;https://jira.a1qa.com/secure/attachment/2639210/Recording+2025-05-01+192301.mp4","01/May/25 4:24 PM;m13.hasan;Requirement_8.0.png;https://jira.a1qa.com/secure/attachment/2639209/Requirement_8.0.png","01/May/25 4:24 PM;m13.hasan;Requirement_8.1.png;https://jira.a1qa.com/secure/attachment/2639208/Requirement_8.1.png","01/May/25 4:24 PM;m13.hasan;Requirement_8.2.png;https://jira.a1qa.com/secure/attachment/2639207/Requirement_8.2.png","01/May/25 4:25 PM;m13.hasan;Screenshot 2025-05-01 185958.png;https://jira.a1qa.com/secure/attachment/2639206/Screenshot+2025-05-01+185958.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1nf4:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,"01/May/25 4:28 PM;m13.hasan;See here the last snapshot of the expected result [^Requirement_8.2.png];;;",
Page Title: It is displayed in all capital letters instead of proper title case as specified,QATC-920678,3820968,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 3:39 PM,01/May/25 3:39 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Observe the page titles displayed at the top

 # Notice that all page titles appear in ALL CAPS instead of following proper title case formatting - see here [^Video 2025-05-01 18.38.08.mp4]

*Actual result:* It is displayed in all capital letters instead of proper title case as specified

*Expected result:* Page titles should be formatted using Title Case (e.g., Portrait Gallery instead of PORTRAIT GALLERY) - see here [^Requirement_7.png], [^Requirement_7.1.png], [^Requirement_7.2.png]

*Additional information:* This issue is present all over the pages in every section","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 3:36 PM;m13.hasan;Requirement_7.1.png;https://jira.a1qa.com/secure/attachment/2639194/Requirement_7.1.png","01/May/25 3:37 PM;m13.hasan;Requirement_7.2.png;https://jira.a1qa.com/secure/attachment/2639193/Requirement_7.2.png","01/May/25 3:35 PM;m13.hasan;Requirement_7.png;https://jira.a1qa.com/secure/attachment/2639195/Requirement_7.png","01/May/25 3:39 PM;m13.hasan;Video 2025-05-01 18.38.08.mp4;https://jira.a1qa.com/secure/attachment/2639192/Video+2025-05-01+18.38.08.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1ndc:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Home page: Does not navigate to the corresponding gallery when clicking the preview photos,QATC-920629,3820849,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 12:10 PM,01/May/25 12:10 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Scroll to the Demo section on the Home page

 # Click on any of the preview images - see here [^Video 2025-05-01 15.06.19.mp4]

*Actual result:* In home page does not navigate to the corresponding gallery when clicking the preview photos

*Expected result:* Clicking a preview photo should better to redirect to the corresponding gallery page (e.g., Portrait Gallery, Lifestyle Gallery, etc.) - see here [^Requirement_6.png]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 12:09 PM;m13.hasan;Requirement_6.png;https://jira.a1qa.com/secure/attachment/2639105/Requirement_6.png","01/May/25 12:08 PM;m13.hasan;Video 2025-05-01 15.06.19.mp4;https://jira.a1qa.com/secure/attachment/2639106/Video+2025-05-01+15.06.19.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|if1mnk:",9223372036854775807,,,,,,,,,5-Enhancement,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Connect Tab: Clicking the Contact Menu causes the sessions tab to disappear,QATC-920610,3820805,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 9:44 AM,01/May/25 9:44 AM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:* 
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to the Connect tab{*}{*} 
 # Click on the Contact menu option from dropdown

 # Observe that the Sessions tab is no longer visible or accessible - see here [^Video 2025-05-01 12.24.30.mp4]
** 

*Actual result:* Connect Tab: Clicking the Contact Menu causes the sessions tab to disappear

*Expected result:* Clicking the Contact menu should not affect the visibility of other tabs, including the Sessions tab

**","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 9:42 AM;m13.hasan;Video 2025-05-01 12.24.30.mp4;https://jira.a1qa.com/secure/attachment/2639052/Video+2025-05-01+12.24.30.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|if1me0:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Work Tab: 'Motion' Submenu is not accessible from the menu dropdown,QATC-920605,3820798,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 9:21 AM,01/May/25 9:21 AM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to the work tab 
 # From the dropdown try to access the Motion tab
 # Pay attention to the response - see here [^Video 2025-05-01 12.19.16.mp4]

*Actual result:* 'Motion' Submenu is not accessible from the menu dropdown

*Expected result:* Clicking on ""Motion"" should navigate to the corresponding gallery ","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85

 ",,,,,,,,,,Leads and Reporter only,"01/May/25 9:20 AM;m13.hasan;Video 2025-05-01 12.19.16.mp4;https://jira.a1qa.com/secure/attachment/2639042/Video+2025-05-01+12.19.16.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|if1mcg:",9223372036854775807,,,,,,,,,1-Critical,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
"Responsive UI: Page elements do not adjust correctly on zoom, causing content to disappear at 175%",QATC-920602,3820794,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 9:01 AM,01/May/25 9:01 AM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Navigate to the application: [https://photostudio.demohoster.com/] 

 # Increase the browser zoom level to 175%

 # Observe the layout and positioning of the UI elements - see here [^Recording 2025-05-01 115911.mp4]

*Actual result:* Page elements do not adjust correctly on zoom, causing content to disappear at 175%

*Expected result:* All UI elements should responsively adjust their positions and sizes according to the zoom level, ensuring no content overlaps, disappears, or becomes inaccessible","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 9:01 AM;m13.hasan;Recording 2025-05-01 115911.mp4;https://jira.a1qa.com/secure/attachment/2639035/Recording+2025-05-01+115911.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1mbk:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Work section: “Gallery” label missing in dropdown menu items as specified in documentation,QATC-920598,3820786,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 8:35 AM,01/May/25 8:35 AM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:* 
 # Navigate to the application: [https://photostudio.demohoster.com/]
 # Click on the Work tab from the top navigation

 # Observe the contents of the page - see here [^Screenshot 2025-05-01 111805.png]

*Actual result:* “Gallery” label missing in dropdown menu items as specified in documentation

*Expected result:* Each dropdown menu item should include the word “Gallery” as per the specification: see here [^Requirement_5.png]
 * Portrait Gallery

 * Lifestyle Gallery

 * Travel Gallery

 * Motion Gallery","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 8:33 AM;m13.hasan;Requirement_5.png;https://jira.a1qa.com/secure/attachment/2639028/Requirement_5.png","01/May/25 8:33 AM;m13.hasan;Screenshot 2025-05-01 111805.png;https://jira.a1qa.com/secure/attachment/2639029/Screenshot+2025-05-01+111805.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1m9s:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
"Search functionality: The page reloads briefly, but no output or feedback is presented to the user when searching ",QATC-920596,3820679,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 8:12 AM,01/May/25 8:12 AM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:* 
 # Navigate to [https://photostudio.demohoster.com/]

 # Locate the search bar at the top-right corner

 # Enter any valid keyword (e.g., ""session"", ""work"", ""Gregory"")

 # Press Enter or click the Search button

*Actual result:* The page reloads briefly, but no output or feedback is presented to the user when searching - see here [^Video 2025-05-01 11.06.08.mp4]

*Expected result:* The search functionality should retrieve and display relevant results ","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 8:07 AM;m13.hasan;Video 2025-05-01 11.06.08.mp4;https://jira.a1qa.com/secure/attachment/2639024/Video+2025-05-01+11.06.08.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|if1lm0:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
"Footer section: Twitter URL contains ""www"" prefix that differs from the specification",QATC-920585,3820668,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 3:40 AM,01/May/25 3:40 AM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Scroll down to the footer section

 # Observe the Twitter link displayed as: www.twitter.com/ph_olsen

 # Compare it with the project specification, where the expected format is: twitter.com/ph_olsen (without the ""www"" prefix) - see here [^Screenshot 2025-05-01 061935-1.png]

*Actual result:* Twitter URL contains ""www"" prefix that differs from the specification

*Expected result:* Twitter URL should be consistent as specified in the documentation - see here [^Requirement_4-2.png]

 ","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85

 ",,,,,,,,,,Leads and Reporter only,"01/May/25 3:39 AM;m13.hasan;Requirement_4-2.png;https://jira.a1qa.com/secure/attachment/2639007/Requirement_4-2.png","01/May/25 3:38 AM;m13.hasan;Screenshot 2025-05-01 061935-1.png;https://jira.a1qa.com/secure/attachment/2639008/Screenshot+2025-05-01+061935-1.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1ljk:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Search field: Accepts more than 300 characters without giving any validation message while searching,QATC-920581,3820662,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 2:39 AM,01/May/25 2:39 AM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Locate the search bar in the top navigation menu

 # Input more than 300 characters (e.g., paste a long string of random text)

 # Observe the field behavior

*Actual result:* Accepts more than 300 characters without giving any validation message while searching - see here [^Video 2025-05-01 05.19.06.mp4]

*Expected result:* The search field should restrict input to 300 characters, preventing excessive entry beyond the defined limit","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 2:39 AM;m13.hasan;Video 2025-05-01 05.19.06.mp4;https://jira.a1qa.com/secure/attachment/2639001/Video+2025-05-01+05.19.06.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|if1li8:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
"Search field: Accepts special characters, despite English letters and numbers, while searching",QATC-920578,3820659,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 2:23 AM,01/May/25 2:29 AM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:* 
 # Open the application: [https://photostudio.demohoster.com/]
 # Locate the search bar in the top navigation menu

 # Enter a string containing special characters (e.g., %&@^(!#{{{}){}}}

 # Observe the behavior, is it giving any validation message or not{*}{*}

*Actual result:* Accepts special characters, despite English letters and numbers, while searching - see here [^Video 2025-05-01 05.19.06.mp4]

*Expected result:* The search field should only accept English letters and numbers, per the defined criteria","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 2:21 AM;m13.hasan;Video 2025-05-01 05.19.06.mp4;https://jira.a1qa.com/secure/attachment/2638997/Video+2025-05-01+05.19.06.mp4","01/May/25 2:28 AM;m13.hasan;Video 2025-05-01 05.27.45.mp4;https://jira.a1qa.com/secure/attachment/2638999/Video+2025-05-01+05.27.45.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|if1lhk:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,"01/May/25 2:29 AM;m13.hasan;Mistakenly, a wrong attachment has been included.
The corrected one: see here [^Video 2025-05-01 05.27.45.mp4];;;",
Navigation menu: “Connect” and “Sessions” positions do not follow the documented sequence,QATC-920544,3820614,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,30/Apr/25 10:01 PM,30/Apr/25 10:01 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # locate the ** navigation menu at the top

 # Check the sequence of the menu items - see here [^Screenshot 2025-05-01 004633.png]

*Actual result:* “Connect” and “Sessions” positions do not follow the documented sequence

*Expected result:* Navigation menu should follow the order:
Home → Work → Connect → Sessions → Instaolsen - see here [^Requirement_3.png]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"30/Apr/25 10:01 PM;m13.hasan;Requirement_3.png;https://jira.a1qa.com/secure/attachment/2638949/Requirement_3.png","30/Apr/25 10:01 PM;m13.hasan;Screenshot 2025-05-01 004633.png;https://jira.a1qa.com/secure/attachment/2638948/Screenshot+2025-05-01+004633.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1l7k:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Footer section: The last two digits of the mobile number are different from the documentation,QATC-920530,3820582,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,30/Apr/25 9:09 PM,30/Apr/25 9:09 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: https://photostudio.demohoster.com/

 # Scroll to the Footer section

 # Observe the mobile phone number displayed

 # Compare it with the mobile number mentioned in the project documentation - see here [^Screenshot 2025-04-30 231155.png]

*Actual result:* The last two digits of the mobile number are different from the documentation

*Expected result:* The mobile number in the footer should exactly match the number specified in the documentation - see here [^Requirement_2.png]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"30/Apr/25 9:02 PM;m13.hasan;Requirement_2.png;https://jira.a1qa.com/secure/attachment/2638921/Requirement_2.png","30/Apr/25 9:02 PM;m13.hasan;Screenshot 2025-04-30 231155.png;https://jira.a1qa.com/secure/attachment/2638922/Screenshot+2025-04-30+231155.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1l0g:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
"Header Section: In home icon camera logo is specified in the documentation, but is missing from the website",QATC-920526,3820563,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,30/Apr/25 7:45 PM,30/Apr/25 7:45 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the Application: [https://photostudio.demohoster.com/]
 # Navigate to the header section

 # Observe that the camera logo, which is present with Gregory Olsen name in the documentation, does it showing in the actual website - see here [^Screenshot 2025-04-30 224139.png]

*Actual result:* In home icon camera logo is specified in the documentation, but is missing from the website

*Expected result:* The header should include the camera logo as specified in the documentation, maintaining design consistency - see here [^Requirement_1.png]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"30/Apr/25 7:39 PM;m13.hasan;Requirement_1.png;https://jira.a1qa.com/secure/attachment/2638912/Requirement_1.png","30/Apr/25 7:43 PM;m13.hasan;Screenshot 2025-04-30 224139.png;https://jira.a1qa.com/secure/attachment/2638911/Screenshot+2025-04-30+224139.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1kwo:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
